seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
20159,2006,3069,John Thomas,NA,C,30,5,NBA,TOT,16,127,0.4,3.3,1,0.733,0.067,0.2,0,0,0.4,0.455,1,0,NA,NA,0.667,NA,0,0,NA,NA,0,0
20160,2006,3069,John Thomas,NA,C,30,5,NBA,MEM,3,25,1,2.3,1,1,0,0,0,0,1,1,NA,NA,NA,NA,1,NA,0,0,NA,NA,0,0
20161,2006,3069,John Thomas,NA,C,30,5,NBA,ATL,11,66,0.429,1.4,1,0.857,0.143,0,0,0,0.429,0.333,1,NA,NA,NA,0.667,NA,0,0,NA,NA,0,0
20162,2006,3069,John Thomas,NA,C,30,5,NBA,NJN,2,36,0.167,5.9,1,0.5,0,0.5,0,0,0.167,0.333,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0
20163,2006,2726,Jon Barry,NA,SG,36,14,NBA,HOU,20,342,0.385,18.2,0.508,0.169,0.015,0.077,0.246,0.492,0.394,0.455,0,0.2,0.438,0.375,0.692,0.833,0,0,0.25,0.25,0,0
20164,2006,3198,Jonathan Bender,NA,SF,25,7,NBA,IND,2,21,0.8,2.6,1,0.6,0.4,0,0,0,0.8,1,0.5,NA,NA,NA,0.75,NA,0.6,3,NA,NA,0,0
20165,2006,3534,Josh Childress,NA,SF,22,2,NBA,ATL,74,2249,0.552,6.6,0.871,0.615,0.107,0.034,0.115,0.129,0.56,0.623,0.407,0.412,0.414,0.492,0.577,1,0.143,71,0.692,0.467,1,0
20166,2006,3453,Josh Davis,NA,PF,25,3,NBA,TOT,6,17,0.286,12.7,0.714,0.286,0.143,0.143,0.143,0.286,0.4,0.5,1,0,0,0,0.5,NA,0.143,1,0,NA,0,0
20167,2006,3453,Josh Davis,NA,PF,25,3,NBA,MIL,4,12,0.25,10,0.75,0.5,0,0.25,0,0.25,0.333,0.5,NA,0,NA,0,1,NA,0.25,1,0,NA,0,0
20168,2006,3453,Josh Davis,NA,PF,25,3,NBA,HOU,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
20169,2006,3453,Josh Davis,NA,PF,25,3,NBA,PHO,1,5,0.333,16.4,0.667,0,0.333,0,0.333,0.333,0.5,NA,1,NA,0,0,0,NA,0,0,0,NA,0,0
20170,2006,3454,Josh Howard,NA,SF,25,3,NBA,DAL,59,1915,0.471,9.5,0.915,0.312,0.254,0.168,0.18,0.085,0.475,0.573,0.46,0.368,0.425,0.429,0.415,0.926,0.03,21,0.238,0.333,0,0
20171,2006,3613,Josh Powell,NA,PF,23,1,NBA,DAL,37,429,0.457,8.2,1,0.358,0.272,0.099,0.272,0,0.457,0.586,0.318,0.5,0.409,NA,0.649,NA,0.062,5,NA,NA,0,0
20172,2006,3535,Josh Smith,NA,SF,20,2,NBA,ATL,80,2559,0.425,11.2,0.858,0.364,0.11,0.093,0.291,0.142,0.444,0.599,0.247,0.292,0.373,0.309,0.641,0.941,0.099,75,0.345,0.289,3,0
20173,2006,3614,José Calderón,NA,SG,24,1,NBA,TOR,64,1487,0.423,11.6,0.862,0.401,0.054,0.087,0.321,0.138,0.465,0.536,0.353,0.185,0.47,0.163,0.256,0.714,0.003,1,0.233,0.2,2,0
20174,2006,3394,Juan Dixon,NA,SG,27,4,NBA,POR,76,1920,0.435,15,0.793,0.185,0.094,0.135,0.379,0.207,0.449,0.559,0.416,0.523,0.376,0.382,0.462,0.785,0,0,0.288,0.388,1,0
20175,2006,3615,Julius Hodge,NA,SG,22,1,NBA,DEN,14,33,0.385,2.9,1,0.769,0.077,0.077,0.077,0,0.385,0.4,0,0,1,NA,0.4,NA,0,0,NA,NA,0,0
20176,2006,3199,Jumaine Jones,NA,PF,26,7,NBA,CHA,76,2089,0.405,17.9,0.545,0.154,0.03,0.075,0.287,0.455,0.456,0.602,0.455,0.455,0.379,0.343,0.749,0.948,0.016,11,0.427,0.42,2,0
20177,2006,3536,Justin Reed,NA,SF,24,2,NBA,TOT,72,997,0.403,8.8,0.997,0.444,0.102,0.088,0.363,0.003,0.405,0.511,0.3,0.385,0.308,0,0.681,NA,0.054,14,1,0,0,0
20178,2006,3536,Justin Reed,NA,SF,24,2,NBA,BOS,32,291,0.338,8.9,1,0.459,0.095,0.068,0.378,0,0.338,0.5,0,0.4,0.214,NA,0.8,NA,0.041,3,NA,NA,0,0
20179,2006,3536,Justin Reed,NA,SF,24,2,NBA,MIN,40,706,0.425,8.8,0.995,0.439,0.104,0.095,0.357,0.005,0.427,0.515,0.391,0.381,0.342,0,0.649,NA,0.059,11,1,0,0,0
20180,2006,2874,Juwan Howard,NA,PF,32,12,NBA,HOU,80,2537,0.459,11.1,0.995,0.214,0.215,0.211,0.355,0.005,0.461,0.505,0.422,0.464,0.456,0,0.706,NA,0.013,8,0.25,0,2,0
20181,2006,3397,Kareem Rush,NA,SG,25,4,NBA,CHA,47,1111,0.386,16.2,0.65,0.186,0.079,0.1,0.286,0.35,0.407,0.667,0.27,0.319,0.306,0.348,0.516,0.965,0.017,8,0.189,0.419,1,0
20182,2006,3456,Keith Bogans,NA,SG-SF,25,3,NBA,TOT,72,1912,0.395,13.3,0.632,0.368,0.048,0.059,0.158,0.368,0.436,0.55,0.154,0.281,0.314,0.325,0.42,0.908,0.006,3,0.31,0.435,0,0
20183,2006,3456,Keith Bogans,NA,SG,25,3,NBA,CHA,39,848,0.396,13.5,0.66,0.34,0.066,0.059,0.194,0.34,0.426,0.561,0.158,0.294,0.321,0.337,0.395,0.909,0.007,2,0.296,0.448,0,0
20184,2006,3456,Keith Bogans,NA,SF,25,3,NBA,HOU,33,1064,0.395,13.1,0.602,0.398,0.027,0.059,0.117,0.398,0.448,0.539,0.143,0.267,0.3,0.314,0.449,0.906,0.004,1,0.324,0.424,0,0
20185,2006,3457,Keith McLeod,NA,PG,26,3,NBA,UTA,66,1232,0.353,17.2,0.759,0.174,0.029,0.044,0.512,0.241,0.372,0.525,0.2,0.267,0.339,0.293,0.573,0.542,0.018,5,0.012,0,0,0
20186,2006,3074,Keith Van Horn,NA,SF,30,9,NBA,DAL,53,1090,0.424,13.8,0.649,0.284,0.101,0.124,0.14,0.351,0.454,0.555,0.538,0.313,0.315,0.368,0.596,1,0.052,19,0.257,0.486,1,0
20187,2006,3075,Kelvin Cato,NA,C,31,9,NBA,TOT,27,333,0.429,6.8,1,0.393,0.286,0.167,0.155,0,0.429,0.667,0.208,0.286,0.385,NA,0.833,NA,0.143,10,NA,NA,0,0
20188,2006,3075,Kelvin Cato,NA,C,31,9,NBA,ORL,23,299,0.431,6.2,1,0.417,0.306,0.153,0.125,0,0.431,0.633,0.227,0.364,0.333,NA,0.806,NA,0.153,9,NA,NA,0,0
20189,2006,3075,Kelvin Cato,NA,C,31,9,NBA,DET,4,34,0.417,10.6,1,0.25,0.167,0.25,0.333,0,0.417,1,0,0,0.5,NA,1,NA,0.083,1,NA,NA,0,0
20190,2006,3458,Kendrick Perkins,NA,C,21,3,NBA,BOS,68,1332,0.515,4.1,0.992,0.523,0.395,0.064,0.011,0.008,0.519,0.59,0.486,0.235,0,0,0.496,NA,0.094,22,0,NA,1,0
20191,2006,3200,Kenny Thomas,NA,PF,28,7,NBA,SAC,82,2293,0.505,8,0.998,0.475,0.131,0.075,0.318,0.002,0.506,0.676,0.304,0.378,0.365,0,0.721,NA,0.093,54,0,NA,0,0
20192,2006,3264,Kenyon Martin,NA,PF,28,6,NBA,DEN,56,1546,0.495,8.9,0.963,0.373,0.188,0.162,0.24,0.037,0.505,0.683,0.336,0.454,0.396,0.227,0.733,0.8,0.167,95,0.5,0.364,0,0
20193,2006,3616,Kevin Burleson,NA,PG,26,1,NBA,CHA,39,340,0.25,20.3,0.386,0.159,0.023,0.068,0.136,0.614,0.353,0.5,0.5,0.167,0.25,0.185,0.167,0.6,0.011,1,0.074,0.25,3,0
20194,2006,2936,Kevin Garnett,NA,PF,29,11,NBA,MIN,76,2957,0.526,10.8,0.975,0.263,0.173,0.238,0.301,0.025,0.532,0.668,0.476,0.511,0.464,0.267,0.604,0.75,0.083,96,0.1,0,3,0
20195,2006,3537,Kevin Martin,NA,SG,22,2,NBA,SAC,72,1913,0.48,13.2,0.672,0.328,0.082,0.086,0.176,0.328,0.534,0.637,0.422,0.617,0.354,0.369,0.571,0.909,0.075,40,0.346,0.419,0,0
20196,2006,3076,Kevin Ollie,NA,SG,33,9,NBA,PHI,70,1069,0.431,12.8,0.983,0.241,0.04,0.218,0.483,0.017,0.433,0.476,0.429,0.395,0.429,0.333,0.689,0,0,0,0,NA,0,0
20197,2006,3265,Keyon Dooling,NA,PG,25,6,NBA,ORL,50,1137,0.44,12,0.894,0.319,0.084,0.116,0.375,0.106,0.456,0.574,0.412,0.426,0.375,0.302,0.309,0.846,0.037,12,0.372,0.5,0,0
20198,2006,3459,Kirk Hinrich,NA,PG,25,3,NBA,CHI,81,2955,0.418,15.8,0.684,0.222,0.054,0.08,0.328,0.316,0.441,0.523,0.362,0.407,0.407,0.37,0.302,0.802,0,0,0.155,0.283,2,0
20199,2006,3538,Kirk Snyder,NA,SG,22,2,NBA,NOK,68,1310,0.453,13.4,0.715,0.322,0.049,0.106,0.238,0.285,0.491,0.678,0.364,0.292,0.352,0.357,0.459,0.891,0.102,43,0.264,0.412,1,0
20200,2006,3000,Kobe Bryant,NA,SG,27,10,NBA,LAL,80,3277,0.45,15.1,0.762,0.2,0.083,0.148,0.331,0.238,0.482,0.598,0.494,0.455,0.421,0.347,0.377,0.706,0.029,59,0.077,0.35,3,0
20201,2006,3539,Kris Humphries,NA,PF,20,2,NBA,UTA,62,619,0.379,9,0.975,0.345,0.177,0.217,0.236,0.025,0.389,0.529,0.361,0.318,0.271,0,0.61,NA,0.079,14,0.4,0,0,0
20202,2006,2937,Kurt Thomas,NA,C,33,11,NBA,PHO,53,1411,0.486,11.5,1,0.274,0.074,0.215,0.437,0,0.486,0.636,0.448,0.429,0.427,NA,0.879,NA,0.02,7,NA,NA,0,0
20203,2006,3332,Kwame Brown,NA,C,23,5,NBA,LAL,72,1978,0.526,3.4,0.997,0.611,0.284,0.067,0.036,0.003,0.527,0.616,0.445,0.269,0.143,0,0.676,NA,0.173,63,0,NA,0,0
20204,2006,3461,Kyle Korver,NA,SF,24,3,NBA,PHI,82,2563,0.43,20.4,0.424,0.071,0.042,0.079,0.233,0.576,0.443,0.519,0.313,0.45,0.441,0.42,0.769,0.962,0.004,3,0.212,0.527,0,0
20205,2006,3201,Lamar Odom,NA,PF,26,7,NBA,LAL,80,3221,0.481,9.8,0.768,0.454,0.147,0.074,0.093,0.232,0.514,0.621,0.426,0.338,0.267,0.372,0.411,0.875,0.058,53,0.098,0.476,2,0
20206,2006,2876,Lamond Murray,NA,SF,32,11,NBA,NJN,57,576,0.398,17,0.569,0.199,0.039,0.061,0.271,0.431,0.437,0.583,0.429,0.364,0.347,0.346,0.689,1,0.039,7,0.385,0.367,0,0
20207,2006,3203,Laron Profit,NA,SG,28,4,NBA,LAL,25,279,0.476,12.2,0.786,0.393,0.06,0.036,0.298,0.214,0.561,0.788,0.2,0.667,0.32,0.167,0.649,1,0.095,8,0.222,0.25,1,0
20208,2006,3132,Larry Hughes,NA,SG,27,8,NBA,CLE,36,1281,0.409,12.3,0.838,0.309,0.117,0.124,0.288,0.162,0.417,0.538,0.309,0.414,0.333,0.368,0.354,0.929,0.041,16,0.224,0.176,0,0
20209,2006,3617,Lawrence Roberts,NA,C,23,1,NBA,MEM,33,181,0.455,8.3,0.955,0.455,0.205,0.091,0.205,0.045,0.476,0.65,0.222,0.75,0.222,0,0.75,NA,0.091,4,0,NA,0,0
20210,2006,3462,LeBron James,NA,SF,21,3,NBA,CLE,79,3361,0.48,12.4,0.792,0.353,0.092,0.094,0.253,0.208,0.518,0.689,0.411,0.304,0.398,0.335,0.303,0.417,0.065,114,0.185,0.343,5,0
20211,2006,3463,Leandro Barbosa,NA,SG,23,3,NBA,PHO,57,1592,0.481,12,0.654,0.427,0.069,0.065,0.093,0.346,0.501,0.574,0.282,0.324,0.453,0.444,0.409,0.793,0.002,0,0.316,0.371,2,0
20212,2006,3268,Lee Nailon,NA,PF,30,6,NBA,PHI,22,237,0.5,9.3,1,0.338,0.138,0.263,0.263,0,0.5,0.778,0.273,0.333,0.429,NA,0.725,NA,0.013,1,NA,NA,0,0
20213,2006,3618,Linas Kleiza,NA,PF,21,1,NBA,DEN,61,519,0.445,9.5,0.925,0.468,0.075,0.04,0.341,0.075,0.469,0.605,0.462,0,0.339,0.154,0.8,1,0.064,10,0.308,0,1,0
20214,2006,2806,Lindsey Hunter,NA,PG,35,13,NBA,DET,30,353,0.37,17.5,0.57,0.18,0.04,0.08,0.27,0.43,0.456,0.5,0.25,0.375,0.481,0.256,0.462,0.727,0,0,0.302,0.308,0,0
20215,2006,3464,Linton Johnson,NA,SF,25,3,NBA,TOT,36,524,0.409,12.4,0.758,0.302,0.134,0.067,0.255,0.242,0.425,0.644,0.2,0.1,0.368,0.361,0.479,1,0.04,6,0.667,0.333,0,0
20216,2006,3464,Linton Johnson,NA,SF,25,3,NBA,NJN,9,35,0.5,6.3,1,0.5,0.2,0.1,0.2,0,0.5,0.6,0.5,0,0.5,NA,1,NA,0.1,1,NA,NA,0,0
20217,2006,3464,Linton Johnson,NA,SF,25,3,NBA,NOK,27,489,0.403,12.9,0.741,0.288,0.129,0.065,0.259,0.259,0.417,0.65,0.167,0.111,0.361,0.361,0.419,1,0.036,5,0.667,0.333,0,0
20218,2006,3399,Lonny Baxter,NA,C-PF,27,4,NBA,TOT,41,400,0.433,4.5,1,0.625,0.163,0.106,0.106,0,0.433,0.569,0.176,0.182,0.273,NA,0.556,NA,0.058,6,NA,NA,0,0
20219,2006,3399,Lonny Baxter,NA,C,27,4,NBA,HOU,23,281,0.458,3.8,1,0.667,0.167,0.083,0.083,0,0.458,0.583,0.167,0,0.5,NA,0.515,NA,0.056,4,NA,NA,0,0
20220,2006,3399,Lonny Baxter,NA,PF,27,4,NBA,CHA,18,119,0.375,6.3,1,0.531,0.156,0.156,0.156,0,0.375,0.529,0.2,0.4,0,NA,0.667,NA,0.063,2,NA,NA,0,0
20221,2006,3334,Loren Woods,NA,C,27,5,NBA,TOR,27,324,0.475,4.3,0.983,0.661,0.136,0.102,0.085,0.017,0.483,0.641,0.25,0,0.2,0,0.357,NA,0.153,7,0,NA,0,0
20222,2006,3001,Lorenzen Wright,NA,C,30,10,NBA,MEM,78,1689,0.478,6.2,0.995,0.493,0.18,0.202,0.121,0.005,0.48,0.65,0.342,0.293,0.306,0,0.696,NA,0.113,44,0,NA,0,0
20223,2006,3619,Lou Williams,NA,PG,19,1,NBA,PHI,30,145,0.442,10.2,0.827,0.481,0.058,0.038,0.25,0.173,0.488,0.56,0.333,0,0.462,0.222,0.429,1,0.038,2,0.333,0,0,0
20224,2006,3542,Luke Jackson,1981,SF,24,2,NBA,CLE,36,315,0.341,15.2,0.576,0.235,0.094,0.059,0.188,0.424,0.347,0.45,0.25,0,0.375,0.333,0.412,0.917,0,0,0.528,0.263,0,0
20225,2006,3465,Luke Ridnour,NA,PG,24,3,NBA,SEA,79,2625,0.418,14.3,0.814,0.176,0.146,0.128,0.363,0.186,0.448,0.482,0.436,0.402,0.452,0.289,0.34,0.651,0,0,0.309,0.283,1,0
20226,2006,3620,Luke Schenscher,NA,C,23,1,NBA,CHI,20,149,0.615,5.1,1,0.385,0.5,0.038,0.077,0,0.615,0.7,0.615,0,0.5,NA,0.688,NA,0,0,NA,NA,0,0
20227,2006,3466,Luke Walton,NA,SF,25,3,NBA,LAL,69,1333,0.412,12.6,0.832,0.247,0.159,0.159,0.268,0.168,0.429,0.494,0.423,0.404,0.386,0.327,0.538,1,0.015,4,0.564,0.323,1,0
20228,2006,3543,Luol Deng,NA,SF,20,2,NBA,CHI,78,2604,0.463,10.8,0.918,0.355,0.112,0.117,0.333,0.082,0.481,0.628,0.402,0.384,0.384,0.269,0.691,1,0.044,40,0.705,0.327,2,0
20229,2006,3621,Luther Head,NA,SG,23,1,NBA,HOU,80,2310,0.403,16.5,0.503,0.233,0.059,0.056,0.156,0.497,0.445,0.558,0.378,0.314,0.347,0.361,0.39,0.814,0.005,3,0.361,0.434,1,0
20230,2006,3467,Maciej Lampe,NA,C,20,3,NBA,TOT,6,28,0.182,8.6,1,0.273,0.364,0.091,0.273,0,0.182,0.667,0,0,0,NA,1,NA,0,0,NA,NA,0,0
20231,2006,3467,Maciej Lampe,NA,C,20,3,NBA,NOK,2,16,0,11.8,1,0.25,0,0.25,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0
20232,2006,3467,Maciej Lampe,NA,C,20,3,NBA,HOU,4,12,0.286,6.7,1,0.286,0.571,0,0.143,0,0.286,1,0,NA,0,NA,1,NA,0,0,NA,NA,0,0
20233,2006,3335,Malik Allen,NA,PF,27,5,NBA,CHI,54,701,0.49,11.5,0.996,0.186,0.186,0.291,0.332,0.004,0.488,0.435,0.522,0.472,0.512,1,0.725,0,0.028,6,0,NA,0,0
20234,2006,3002,Malik Rose,NA,PF,31,10,NBA,NYK,72,1119,0.374,7.8,0.996,0.477,0.096,0.171,0.253,0.004,0.371,0.478,0.296,0.229,0.296,1,0.683,1,0.018,3,0,NA,0,0
20235,2006,3401,Manu Ginóbili,NA,SG,28,4,NBA,SAS,65,1813,0.462,12,0.676,0.348,0.176,0.066,0.085,0.324,0.5,0.584,0.424,0.432,0.368,0.382,0.363,0.819,0.019,11,0.221,0.417,1,0
20236,2006,3270,Marc Jackson,NA,C,31,6,NBA,TOT,64,1027,0.472,10.4,0.995,0.304,0.138,0.211,0.341,0.005,0.471,0.58,0.49,0.346,0.444,0.5,0.566,1,0.014,4,0,NA,0,0
20237,2006,3270,Marc Jackson,NA,C,31,6,NBA,NJN,37,433,0.446,10,1,0.291,0.176,0.236,0.297,0,0.446,0.535,0.538,0.314,0.409,NA,0.591,NA,0.014,1,NA,NA,0,0
20238,2006,3270,Marc Jackson,NA,C,31,6,NBA,NOK,27,594,0.489,10.6,0.991,0.312,0.113,0.195,0.371,0.009,0.489,0.609,0.44,0.372,0.463,0.5,0.551,1,0.014,3,0,NA,0,0
20239,2006,3468,Marcus Banks,NA,PG,24,3,NBA,TOT,58,1497,0.468,13,0.865,0.346,0.041,0.047,0.432,0.135,0.486,0.617,0.316,0.273,0.421,0.349,0.345,0.545,0.009,4,0.048,0.333,2,0
20240,2006,3468,Marcus Banks,NA,PG,24,3,NBA,BOS,18,269,0.413,14.3,0.763,0.325,0.063,0.05,0.325,0.238,0.443,0.692,0.4,0,0.269,0.316,0.333,0.833,0,0,0.105,0.5,2,0
20241,2006,3468,Marcus Banks,NA,PG,24,3,NBA,MIN,40,1228,0.479,12.8,0.887,0.351,0.036,0.046,0.454,0.113,0.494,0.603,0.286,0.333,0.443,0.364,0.347,0.438,0.01,4,0.023,0,0,0
20242,2006,3004,Marcus Camby,NA,C,31,10,NBA,DEN,56,1857,0.465,10.9,0.983,0.362,0.072,0.091,0.458,0.017,0.472,0.647,0.34,0.322,0.384,0.091,0.721,1,0.108,68,0,NA,0,0
20243,2006,3271,Marcus Fizer,NA,PF,27,6,NBA,NOK,3,39,0.529,14.2,0.941,0.059,0.294,0.118,0.471,0.059,0.5,1,0.6,0.5,0.375,1,0.375,1,0,0,1,1,0,0
20244,2006,3544,Mario Kasun,NA,C,25,2,NBA,ORL,28,213,0.449,2.1,1,0.725,0.203,0.058,0.014,0,0.449,0.56,0.071,0.25,1,NA,0.613,NA,0.159,11,NA,NA,0,0
20245,2006,3272,Mark Blount,NA,C,30,6,NBA,TOT,81,2240,0.508,9.4,1,0.311,0.199,0.208,0.282,0,0.508,0.645,0.466,0.399,0.469,NA,0.74,NA,0.069,49,NA,NA,0,0
20246,2006,3272,Mark Blount,NA,C,30,6,NBA,BOS,39,1083,0.511,8.8,1,0.321,0.232,0.211,0.237,0,0.511,0.639,0.523,0.4,0.422,NA,0.722,NA,0.066,23,NA,NA,0,0
20247,2006,3272,Mark Blount,NA,C,30,6,NBA,MIN,42,1157,0.506,10.1,1,0.299,0.164,0.206,0.331,0,0.506,0.651,0.379,0.397,0.504,NA,0.76,NA,0.073,26,NA,NA,0,0
20248,2006,3273,Mark Madsen,NA,C,30,6,NBA,MIN,62,676,0.409,5,0.894,0.591,0.258,0.045,0,0.106,0.458,0.538,0.353,0,NA,0,0.667,NA,0.121,7,0,NA,0,0
20249,2006,3403,Marko Jarić,NA,PG,27,4,NBA,MIN,75,2102,0.399,13.6,0.765,0.341,0.041,0.076,0.307,0.235,0.43,0.513,0.435,0.279,0.374,0.301,0.419,0.9,0.007,4,0.173,0.435,5,0
20250,2006,3469,Marquis Daniels,NA,SG,25,3,NBA,DAL,62,1766,0.48,7,0.963,0.414,0.277,0.156,0.115,0.037,0.491,0.58,0.423,0.45,0.39,0.211,0.368,0.75,0.041,19,0.316,0.167,0,0
20251,2006,3622,Martell Webster,NA,SF,19,1,NBA,POR,61,1070,0.399,17.9,0.477,0.178,0.04,0.046,0.213,0.523,0.446,0.597,0.357,0.438,0.338,0.357,0.514,0.923,0.055,16,0.368,0.358,1,0
20252,2006,3623,Martynas Andriuškevičius,NA,C,19,1,NBA,CLE,6,9,0,6.9,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0
20253,2006,3624,Marvin Williams,NA,PF,19,1,NBA,ATL,79,1952,0.443,11.3,0.9,0.386,0.062,0.066,0.386,0.1,0.464,0.61,0.152,0.314,0.395,0.245,0.725,0.923,0.1,47,0.208,0,0,0
20254,2006,3274,Mateen Cleaves,NA,PG,28,6,NBA,SEA,27,230,0.352,14.2,0.775,0.296,0.085,0.042,0.352,0.225,0.382,0.429,0.167,0,0.44,0.25,0.381,1,0,0,0.063,0,2,0
20255,2006,3470,Matt Barnes,NA,PF-SF,25,3,NBA,TOT,56,631,0.5,7.8,0.893,0.493,0.193,0.043,0.164,0.107,0.536,0.609,0.444,0.5,0.435,0.2,0.701,1,0.064,9,0.733,0.182,0,0
20256,2006,3470,Matt Barnes,NA,SF,25,3,NBA,NYK,6,93,0.367,10.3,0.867,0.367,0.2,0.067,0.233,0.133,0.385,0.636,0.333,0,0.143,0.25,0.7,1,0.067,2,1,0.25,0,0
20257,2006,3470,Matt Barnes,NA,PF,25,3,NBA,PHI,50,538,0.536,7.1,0.9,0.527,0.191,0.036,0.145,0.1,0.576,0.603,0.476,0.75,0.563,0.182,0.702,1,0.064,7,0.636,0.143,0,0
20258,2006,3546,Matt Bonner,NA,PF,25,2,NBA,TOR,78,1710,0.448,18.6,0.48,0.118,0.079,0.086,0.197,0.52,0.478,0.6,0.405,0.375,0.478,0.42,0.636,1,0.013,5,0.202,0.327,1,0
20259,2006,3471,Matt Carroll,NA,SG,25,3,NBA,CHA,78,1275,0.403,16.9,0.611,0.166,0.065,0.086,0.294,0.389,0.412,0.456,0.387,0.415,0.393,0.389,0.6,0.972,0.002,1,0.486,0.378,0,0
20260,2006,3136,Matt Harpring,NA,SF,29,8,NBA,UTA,71,1944,0.475,10,0.942,0.398,0.074,0.15,0.32,0.058,0.482,0.622,0.34,0.402,0.378,0.359,0.795,1,0.007,5,0.615,0.417,0,0
20261,2006,3625,Matt Walsh,NA,SG,23,1,NBA,MIA,2,3,1,4.3,1,0,1,0,0,0,1,NA,1,NA,NA,NA,0,NA,0,0,NA,NA,0,0
20262,2006,3336,Maurice Evans,NA,SG,27,3,NBA,DET,80,1139,0.452,13.3,0.66,0.32,0.05,0.126,0.164,0.34,0.493,0.642,0.412,0.326,0.357,0.371,0.658,0.977,0.106,34,0.724,0.357,0,0
20263,2006,3081,Maurice Taylor,NA,PF,29,8,NBA,NYK,67,1210,0.468,9.4,0.997,0.275,0.272,0.17,0.28,0.003,0.469,0.617,0.472,0.409,0.358,0,0.489,NA,0.028,10,0,NA,1,0
20264,2006,3404,Mehmet Okur,NA,PF,26,4,NBA,UTA,82,2945,0.46,13.3,0.793,0.241,0.156,0.121,0.275,0.207,0.491,0.61,0.364,0.478,0.465,0.342,0.636,0.938,0.023,23,0.017,0.25,1,0
20265,2006,3405,Melvin Ely,NA,PF,27,4,NBA,CHA,57,1348,0.508,5.5,0.995,0.313,0.593,0.054,0.035,0.005,0.511,0.594,0.496,0.348,0.267,0,0.481,NA,0.087,29,0,NA,1,0
20266,2006,3626,Melvin Sanders,NA,SG,25,1,NBA,SAS,16,113,0.485,12,0.909,0.242,0.182,0.152,0.333,0.091,0.467,0.375,0.5,1,0.273,0.667,0.929,1,0.03,1,0.333,1,0,0
20267,2006,3205,Metta World Peace,NA,SF,26,7,NBA,TOT,56,2207,0.404,14,0.708,0.286,0.098,0.083,0.241,0.292,0.443,0.597,0.365,0.319,0.335,0.308,0.371,0.654,0.015,11,0.206,0.25,3,0
20268,2006,3205,Metta World Peace,NA,SF,26,7,NBA,IND,16,603,0.46,11.9,0.772,0.388,0.089,0.068,0.228,0.228,0.497,0.62,0.333,0.313,0.407,0.333,0.396,0.722,0.03,5,0.278,0.267,0,0
20269,2006,3205,Metta World Peace,NA,SF,26,7,NBA,SAC,40,1604,0.383,14.8,0.684,0.248,0.102,0.089,0.246,0.316,0.42,0.583,0.375,0.321,0.31,0.302,0.359,0.633,0.01,6,0.186,0.243,3,0
20270,2006,3338,Michael Bradley,NA,PF,26,5,NBA,PHI,46,367,0.405,9,0.937,0.418,0.177,0.152,0.19,0.063,0.419,0.545,0.5,0.333,0.133,0.2,0.677,1,0.013,1,0.2,0,2,0
20271,2006,3138,Michael Doleac,NA,C,28,8,NBA,MIA,31,371,0.42,11.5,1,0.227,0.182,0.159,0.432,0,0.42,0.4,0.438,0.357,0.447,NA,0.757,NA,0.023,1,NA,NA,0,0
20272,2006,2948,Michael Finley,NA,SG,32,11,NBA,SAS,77,2038,0.412,18.2,0.599,0.088,0.056,0.125,0.329,0.401,0.423,0.705,0.308,0.402,0.376,0.394,0.682,0.973,0.023,15,0.423,0.415,1,0
20273,2006,3139,Michael Olowokandi,NA,C,30,8,NBA,TOT,48,919,0.446,6.7,1,0.246,0.504,0.242,0.008,0,0.446,0.593,0.463,0.276,0,NA,0.626,NA,0.075,15,NA,NA,0,0
20274,2006,3139,Michael Olowokandi,NA,C,30,8,NBA,MIN,32,752,0.446,6.6,1,0.262,0.497,0.231,0.01,0,0.446,0.569,0.454,0.311,0,NA,0.701,NA,0.082,13,NA,NA,0,0
20275,2006,3139,Michael Olowokandi,NA,C,30,8,NBA,BOS,16,167,0.444,7.1,1,0.178,0.533,0.289,0,0,0.444,0.75,0.5,0.154,NA,NA,0.3,NA,0.044,2,NA,NA,0,0
20276,2006,3275,Michael Redd,NA,SG,26,6,NBA,MIL,80,3130,0.45,13.8,0.728,0.269,0.08,0.15,0.229,0.272,0.471,0.576,0.413,0.399,0.412,0.395,0.503,0.853,0.012,17,0.298,0.447,0,0
20277,2006,3206,Michael Ruffin,NA,C,29,6,NBA,WAS,76,1010,0.442,3.4,0.974,0.805,0.117,0.013,0.039,0.026,0.453,0.516,0.222,0,0,0,0.353,NA,0.195,12,0,NA,1,0
